hip,ra_degrees,dec_degrees,k,vmag,angular_diameter_mas
12871,41.36438582,-63.70453152,5200.0,5.73,7.1464
12876,41.38555249,-67.616724,9500.0,4.83,3.2644
13055,41.94847766,81.44866603,5200.0,5.8,7.0021
13061,41.97683942,29.24742385,4850.0,4.52,14.3444
13108,42.13359632,18.28387012,4850.0,5.83,7.939
13121,42.19112221,25.18807322,10000.0,5.89,1.8155
13141,42.2556956,-62.80659207,9500.0,5.25,2.6667
13147,42.27233113,-32.40628403,5200.0,4.45,12.8708
13165,42.32315708,17.46434448,18000.0,5.26,0.7502
13202,42.47562958,-27.94203549,9750.0,5.39,2.4072
13209,42.49578911,27.26079044,14000.0,3.61,2.6113
13225,42.56144528,-35.84368582,5000.0,5.92,7.1664
13244,42.6189035,-75.06688108,4550.0,4.76,14.7139
13254,42.64547584,38.31890838,7200.0,4.22,7.4162
13265,42.66834974,-35.67571664,4700.0,5.48,9.936
13268,42.67413655,55.89552955,4550.0,3.77,23.388
13288,42.75977464,-21.0039789,5000.0,4.76,12.087
13327,42.87319979,15.08212726,16000.0,5.52,0.8412
13328,42.87846216,35.05989415,4250.0,4.56,18.528
13339,42.92396836,46.84200204,5200.0,5.86,6.7998
13367,42.99478506,68.88851683,6750.0,5.94,3.9126
13473,43.39313847,-38.43708698,6750.0,5.93,3.8735
13479,43.39695392,-22.37612257,5200.0,5.93,6.5673
13490,43.42740906,38.33767914,6900.0,5.34,4.8789
13531,43.564427,52.76248991,5600.0,3.93,14.1892
13654,43.9520949,18.33167607,2600.0,5.76,28.4847
13665,43.98642959,61.52106281,6900.0,5.59,4.2429
13679,44.05720205,8.38177807,6450.0,5.97,4.1409
13701,44.10668245,-8.89760976,4850.0,3.89,19.0471
13702,44.10825985,18.02365076,6600.0,5.58,4.7049
13717,44.15602146,-3.71221461,9250.0,5.16,2.9392
13775,44.32200201,31.93429432,12000.0,5.1,1.8115
13782,44.34875521,-23.8620767,8750.0,5.44,2.8777
13834,44.52114653,20.66881016,6750.0,5.8,4.0515
13835,44.52369967,-23.60613828,4700.0,5.82,8.5058
13847,44.5654818,-40.30473491,9000.0,2.88,8.8456
13874,44.67538999,-2.78272383,9500.0,5.22,2.7301
13879,44.69021034,39.66282739,9500.0,4.68,3.5016
13884,44.69902505,-64.07129717,8750.0,4.98,3.5936
13905,44.7654574,35.18311415,4700.0,4.94,12.7006
13914,44.80305773,21.34044477,9500.0,4.63,3.579
13942,44.90027293,-25.27433851,7050.0,5.69,3.909
13949,44.91611677,41.03305347,4700.0,5.89,8.2426
13951,44.92151015,-2.46490094,12000.0,5.56,1.4637
13954,44.92873469,8.90740111,18000.0,4.71,0.9642
13965,44.95742747,47.22063875,5600.0,5.47,7.0333
14036,45.18372171,10.87047197,4100.0,5.93,10.5997
14043,45.21743352,52.35179769,16000.0,5.24,0.9595
14060,45.29152748,-7.66283629,5000.0,5.75,7.7173
14086,45.40604298,-28.09048221,5200.0,5.88,6.5694
14109,45.47562665,26.46234187,9250.0,5.91,2.0851
14110,45.48372163,-9.96139327,5400.0,5.84,6.3423
14131,45.56415553,-71.90249547,14000.0,5.51,1.1044
14135,45.56991279,4.08992539,3200.0,2.54,82.2806
14143,45.59378383,4.35287042,16000.0,5.62,0.8029
14146,45.59830468,-23.62433613,9000.0,4.08,4.9985
14168,45.6760804,-7.68546315,5000.0,5.32,9.3889
14187,45.73267366,-46.97504226,4700.0,5.81,8.5538
14240,45.90376552,-59.73761994,7500.0,5.12,4.5243
14293,46.06865515,-7.60089934,8000.0,5.26,3.7299
14328,46.19912598,53.50645031,5200.0,2.91,26.3339
14354,46.29373754,38.84053298,3050.0,3.32,63.5483
14376,46.36119708,25.25519906,16000.0,5.45,0.8676
14382,46.38510717,56.7055481,5000.0,4.77,12.0548
14417,46.53313395,79.41851027,6450.0,5.49,5.2592
14439,46.59869819,13.18740263,4550.0,5.64,9.8085
14456,46.63953388,-6.08854227,3050.0,5.23,26.4743
14502,46.8292369,64.05760178,12000.0,5.89,1.2623
14521,46.88292015,-78.98942329,7200.0,5.67,3.8519
14576,47.04220716,40.9556512,14000.0,2.09,5.1795
14632,47.26201363,49.61350009,6000.0,4.05,10.7266
14668,47.37345463,44.85788896,5000.0,3.79,18.6784
14677,47.40303182,29.07711221,14000.0,5.74,0.9967
14764,47.6615639,11.87269252,14000.0,5.97,0.8935
14817,47.82250605,39.61157075,4850.0,4.61,13.8653
14838,47.90695691,19.72669777,4700.0,4.35,16.4953
14844,47.92855231,81.47071191,8250.0,5.92,2.6068
14862,47.98432711,74.39386878,9500.0,4.85,3.2047
14879,48.01783332,-28.98910623,6300.0,3.8,11.2068
14893,48.05932746,27.25701296,12000.0,5.78,1.324
14913,48.10699596,-44.41965395,7050.0,5.92,3.5455
14915,48.10987466,6.66088598,4850.0,5.55,9.0527
14930,48.13808292,-57.32158199,4000.0,5.71,12.3846
14954,48.19301506,-1.19593294,6300.0,5.07,6.4201
15004,48.34940955,48.17699884,5100.0,5.93,6.8292
15110,48.72547816,21.04462873,9750.0,4.87,3.0471
15154,48.83519839,30.55667481,9750.0,5.61,2.1717
15192,48.94988581,57.14062522,10000.0,5.79,1.9107
15197,48.95844499,-8.8198405,8750.0,4.8,3.8379
15201,48.98899185,-77.38860498,6900.0,5.51,4.4193
15219,49.05085271,50.93771066,5500.0,5.04,8.9054
15241,49.14663457,32.18421948,5200.0,5.98,6.4491
15305,49.36084175,-47.7517377,4700.0,5.84,8.4117
15330,49.43528798,-62.57689893,5800.0,5.53,5.8861
15334,49.4405722,39.28341373,9500.0,5.97,1.9422
15338,49.44721595,44.02508193,14000.0,5.49,1.1159
15357,49.51038343,-28.797036,7050.0,5.93,3.5533
15371,49.54640411,-62.50793537,5900.0,5.24,6.499
15382,49.59206509,-22.51114978,5000.0,4.86,11.6025
15383,49.5928283,-0.93014105,4850.0,5.62,8.6731
15404,49.65717026,50.22223526,24000.0,5.16,0.4415
15411,49.67113524,-18.55964006,7050.0,5.72,3.8696
15416,49.68259978,34.2226737,4700.0,4.85,13.3329
15444,49.78174379,50.09502752,20000.0,5.05,0.6684
15457,49.83974536,3.36997055,5500.0,4.84,8.7327
15474,49.87904033,-21.7579421,3050.0,3.7,53.2062
15479,49.89542972,-24.1228468,3350.0,5.63,18.314
15510,49.97177014,-43.07154929,5200.0,4.26,11.9605
15514,49.9825537,27.07130717,5200.0,5.91,6.5936
15520,49.99690314,65.65232717,26000.0,4.74,0.4575
15547,50.08158506,77.73490142,8500.0,5.44,3.075
15549,50.08485949,29.04849835,4700.0,4.47,15.8369
15619,50.27821082,3.67568149,5200.0,5.7,7.2974
15627,50.30671225,21.14714057,20000.0,5.27,0.6039
15643,50.35010618,-23.63508924,5200.0,5.5,8.0296
15648,50.36086309,43.32965174,9250.0,4.96,3.2106
15669,50.46821583,49.07105892,6600.0,5.94,4.0123
15696,50.54954371,27.60757659,5500.0,5.55,7.0453
15737,50.68863399,20.7421051,4550.0,5.1,12.5775
15770,50.80490169,49.2133301,20000.0,5.32,0.5912
15861,51.07693671,24.72418789,4400.0,5.5,11.1423
15863,51.08061889,49.86124281,6750.0,1.79,26.3678
15876,51.12366306,33.53601771,10000.0,5.78,1.9115
15890,51.16900549,64.58599618,3500.0,5.13,21.1257
15900,51.20349011,9.02906504,5200.0,3.61,19.0251
15968,51.40105611,-69.33659399,7050.0,5.96,3.4714
16029,51.59383221,-27.3176091,5000.0,5.93,7.1263
16083,51.79217049,9.7327724,12000.0,3.73,3.383
16112,51.88902397,-35.68133899,4700.0,5.71,8.9295
16142,52.00395041,-11.28648689,4700.0,5.74,8.7843
16147,52.01270885,49.06293148,20000.0,4.99,0.6879
16168,52.08616659,33.80769703,9500.0,5.72,2.1701
16210,52.21794573,49.84844583,18000.0,5.58,0.6471
16228,52.26722684,59.94033461,12000.0,4.21,2.7504
16244,52.34179296,49.50901919,24000.0,4.67,0.5535
16245,52.34244352,-62.93843436,6750.0,4.71,6.5876
16263,52.40009401,-12.67474889,8750.0,5.57,2.7459
16281,52.47810837,58.87875244,10000.0,4.55,3.3846
16285,52.47997851,-42.63425261,8750.0,5.76,2.4948
16290,52.49552432,-78.35178497,5200.0,5.68,7.3694
16292,52.50095974,55.45183695,9750.0,5.09,2.7327
16322,52.60198294,11.33648129,10000.0,5.14,2.5625
16335,52.64367585,47.99517199,4550.0,4.36,17.7024
16339,52.65374344,-47.3751741,9500.0,5.98,1.9266
16340,52.65388405,48.10365477,14000.0,5.82,0.9598
16341,52.65437447,-5.07516332,12000.0,4.74,2.1379
16358,52.68914607,6.18874381,5200.0,5.93,6.5967
16368,52.71534366,-66.4897181,14000.0,5.81,0.9642
16369,52.71819576,12.93668186,5000.0,4.14,16.2253
16470,53.03575392,48.02353391,14000.0,5.47,1.1256
16489,53.08214603,84.91136314,5700.0,5.62,6.3143
16499,53.10960058,46.05704336,6900.0,5.3,4.9011
16509,53.14465247,-50.37884857,4550.0,5.67,9.6698
16511,53.14970799,9.37355768,12000.0,5.76,1.3357
16518,53.16675711,35.46172039,28000.0,5.91,0.2306
16537,53.23509009,-9.45830584,4700.0,3.72,15.4975
16591,53.39592658,39.89959026,8750.0,5.79,2.455
16599,53.41292455,54.97486087,9250.0,5.98,2.0201
16611,53.44686638,-21.63281597,12000.0,4.26,2.6602
16664,53.61093,24.46447543,9250.0,5.95,2.0657
16780,53.9902171,-11.19397792,5300.0,5.56,7.5124
16803,54.07246744,-17.46704107,14000.0,5.24,1.2497
16826,54.12233383,48.19270068,20000.0,4.32,0.9375
16846,54.19711994,0.58815498,5500.0,5.82,6.027
16852,54.21882896,0.40283316,6150.0,4.29,9.364
16870,54.2736588,-40.27451075,5000.0,4.57,13.2322
16989,54.62189268,-7.39170945,5500.0,5.86,6.0774
17027,54.75469049,-5.62570656,4850.0,5.97,7.2789
17103,54.9630986,3.05684307,5400.0,5.55,7.2735
17167,55.15972132,-5.21069726,12000.0,5.53,1.4921
17203,55.28267183,37.58026421,16000.0,5.55,0.8319
17296,55.53894572,63.21675891,2750.0,5.06,35.2115
17304,55.56207975,-31.93839587,20000.0,4.99,0.6888
17309,55.57893663,19.70028593,12000.0,5.68,1.3875
17313,55.59434812,33.96503899,30000.0,4.97,0.3092
17342,55.6780592,59.96938466,4400.0,5.74,10.1049
17351,55.70884185,-37.31334485,4700.0,4.59,14.7859
17358,55.7311754,47.7876533,20000.0,3.01,1.7113
17378,55.81231706,-9.76519868,5000.0,3.52,19.3753
17395,55.89099355,-10.48561144,8750.0,5.59,2.6781
17440,56.04814541,-64.80709398,5000.0,3.84,18.1844
17448,56.07969347,32.28827325,28000.0,3.84,0.5981
17457,56.12711667,-1.16307844,16000.0,5.24,0.9587
17460,56.13082016,36.46020384,9500.0,5.6,2.2927
17489,56.20084227,24.28957712,16000.0,5.45,0.8661
17499,56.21884811,24.1134484,18000.0,3.72,1.5195
17506,56.23526063,-0.29671559,4400.0,5.56,10.8925
17527,56.29052841,24.83937337,14000.0,5.66,1.0279
17529,56.29851422,42.57854437,6750.0,3.77,10.5906
17531,56.30200876,24.46737879,18000.0,4.3,1.1634
17534,56.31616344,-47.35945424,4850.0,5.72,8.3311
17563,56.41846008,6.05002905,24000.0,5.34,0.4067
17573,56.45663804,24.36785796,14000.0,3.87,2.3435
17579,56.47693278,24.55462128,14000.0,5.76,0.9821
17584,56.49685459,45.68194432,18000.0,5.66,0.6254
17585,56.50339866,67.20188088,7500.0,5.79,3.3423
17587,56.50971937,63.34506772,9250.0,4.78,3.5483
17593,56.53542672,-12.1017353,3350.0,4.43,31.7054
17595,56.5390162,6.80365522,5100.0,5.91,6.8979
17608,56.58150135,23.94846207,18000.0,4.14,1.2519
17618,56.61426555,-29.33816606,9500.0,5.91,1.9875
17651,56.71245432,-23.248438,7050.0,4.22,7.495
17678,56.80929799,-74.23924251,3200.0,3.26,59.0359
17702,56.87110065,24.10524193,16000.0,2.85,2.8706
17717,56.91508473,-23.87479582,9750.0,5.24,2.5635
17738,56.98342907,-30.16732063,5400.0,5.52,7.3493
17771,57.06771677,11.14336637,24000.0,5.08,0.4583
17776,57.08668426,23.42136355,14000.0,5.44,1.1366
17798,57.14884582,-20.90293608,4250.0,5.81,10.4615
17797,57.14926223,-37.62012878,8750.0,4.3,4.8662
17805,57.16215134,0.22787124,4550.0,5.91,8.6934
17846,57.283845,43.96302293,7750.0,5.95,2.9185
17847,57.29054669,24.05352412,14000.0,3.62,2.6308
17851,57.29668368,24.13682565,16000.0,5.05,1.0427
17854,57.30708659,70.87120237,9500.0,5.4,2.5134
17874,57.36367035,-36.2001125,5200.0,4.17,14.6985
17884,57.38035594,65.52600645,3350.0,4.39,32.3983
17886,57.3862602,33.09138142,9250.0,5.14,2.9855
17891,57.40258833,63.29710438,8750.0,5.82,2.4316
17932,57.5185476,44.96792105,5800.0,5.65,6.0134
17954,57.57881165,25.57964862,9500.0,5.24,2.6866
17959,57.58948256,71.33236777,9500.0,4.59,3.6508
18081,57.97381828,34.3591292,28000.0,5.78,0.2446
18089,58.00093529,6.53491424,20000.0,5.66,0.5058
18141,58.17355849,-5.36124167,14000.0,5.48,1.1194
18170,58.29149356,17.32715595,6900.0,5.97,3.6122
18199,58.38876601,-46.8935886,4550.0,5.93,8.5922
18212,58.41112532,48.65056848,5000.0,5.76,7.7061
18213,58.41218403,-34.73229529,18000.0,5.11,0.8008
18216,58.42784574,-24.61221253,20000.0,4.64,0.806
18217,58.42996876,57.97536931,8750.0,5.8,2.4416
18246,58.53299363,31.88365776,28000.0,2.84,0.9469
18255,58.57286091,-2.95473348,5200.0,4.46,12.9404
18262,58.59657689,-40.357029,5000.0,5.7,7.9321
18339,58.81739077,-12.09905104,8750.0,5.99,2.2341
18396,58.99232459,47.87147012,18000.0,5.39,0.7077
18434,59.11953366,35.0809084,28000.0,5.49,0.2794
18453,59.15181574,50.69569169,6750.0,5.28,5.1844
18471,59.21680322,22.47825021,7200.0,5.62,3.905
18488,59.28455287,61.10891703,4550.0,4.99,13.3442
18505,59.3559814,63.07224944,12000.0,4.95,1.9387
18532,59.46342138,40.01027315,30000.0,2.9,0.8002
18543,59.50720862,-13.50824471,3350.0,2.97,61.594
18597,59.68640623,-61.40015059,3200.0,4.56,32.7418
18606,59.71842188,-5.46952376,5100.0,5.85,6.9966
18614,59.74124892,35.79102701,39000.0,3.98,0.2892
18647,59.87555244,-12.57433214,4400.0,5.61,10.7049
18673,59.98115045,-24.01625677,8750.0,4.62,4.2439
18723,60.1692644,-30.49070974,9750.0,5.93,1.8711
18724,60.17008591,12.49037571,24000.0,3.41,0.9859
18735,60.20285787,18.19406866,6900.0,5.89,3.756
18744,60.2241876,-62.15936923,2900.0,4.48,41.3417
18772,60.32529605,-61.07905148,4400.0,4.97,14.2849
18788,60.38347446,-1.54962625,20000.0,5.28,0.601
18805,60.44222088,9.99801393,20000.0,5.67,0.5029
18859,60.65273634,-0.26831052,6750.0,5.38,4.8115
18907,60.78907003,5.98930909,9750.0,3.91,4.6663
18957,60.93584928,5.43563754,24000.0,5.32,0.4114
18975,60.98543787,8.19720135,7200.0,5.45,4.1993
18993,61.04078184,2.82725258,6600.0,5.36,5.2032
19009,61.09030699,24.1060264,6000.0,5.46,6.1701
19011,61.09461008,-12.79233884,4850.0,5.62,8.7309
19018,61.11318196,59.15550819,7500.0,5.0,4.8881
19038,61.17357446,22.0820679,5000.0,4.36,14.529
19076,61.33395641,22.00922152,5500.0,5.9,5.6569
19095,61.40543294,-27.65203636,7500.0,5.59,3.6457
19129,61.51320978,68.67996526,4700.0,5.88,8.272
19167,61.64606374,50.35135022,10000.0,4.25,3.8546
19171,61.6516583,27.60002519,12000.0,5.18,1.7492
19205,61.75215574,29.00128762,7350.0,5.21,4.4614
19284,61.99754752,17.33992101,4250.0,5.89,10.0271
19335,62.15206221,38.04022796,6450.0,5.52,4.9672
19343,62.16530527,47.71259359,24000.0,3.96,0.7675
19376,62.25650273,13.39829829,12000.0,5.94,1.2318
19388,62.29125233,19.60929366,4700.0,5.51,9.7497
19398,62.32431793,-16.38587725,20000.0,5.45,0.5573
19454,62.5009327,86.62635165,6750.0,5.84,4.0062
19461,62.51160698,80.69867409,5200.0,5.1,9.6373
19483,62.59383269,-6.92382327,5200.0,5.44,8.2471
19511,62.69890202,-8.81982097,5100.0,5.7,7.5954
19513,62.70783742,26.48103948,7200.0,5.39,4.3661
19515,62.71013758,-41.99374121,7750.0,4.93,4.6486
19525,62.74592506,33.5868138,4850.0,5.75,8.2415
19554,62.83414887,5.52303505,6900.0,5.71,4.0644
19571,62.90073099,-20.35627812,9750.0,5.8,1.9786
19587,62.96638834,-6.8377787,7200.0,4.04,8.0535
19719,63.38794242,7.7160341,7050.0,5.29,4.7184
19740,63.48496228,9.26389844,5500.0,4.84,9.7169
19747,63.5003388,-42.29387294,4850.0,3.85,19.3344
19777,63.59872149,-10.2558889,4550.0,4.87,13.9041
19780,63.60596306,-62.47397888,5300.0,3.33,20.7379
19799,63.65099178,10.01143911,12000.0,5.22,1.7168
19805,63.7022883,-62.19204942,5000.0,5.45,8.8472
19811,63.72212566,40.48372394,5500.0,4.67,10.5461
19812,63.72440722,48.40937312,6000.0,4.12,11.4239
19849,63.8234923,-7.64455846,4850.0,4.43,12.2079
19860,63.88352173,8.89240989,24000.0,4.27,0.6643
19893,64.00621426,-51.48709578,6900.0,4.26,7.7347
19921,64.12118133,-59.30174841,4700.0,4.44,15.2543
19949,64.17960437,53.61180318,9500.0,5.2,2.7581
19968,64.22311681,61.85004125,20000.0,5.69,0.4972
19983,64.28363443,57.86047655,4850.0,5.72,8.3021
19990,64.31535896,20.57874033,9250.0,4.93,3.2091
19996,64.33012941,-6.47215975,5200.0,5.95,6.5388
20020,64.41777199,-63.25549171,20000.0,5.88,0.456
20042,64.47341068,-33.79833145,12000.0,3.55,3.6619
20049,64.49656949,-80.21418106,4700.0,5.67,9.0865
20070,64.56073112,50.29563944,9500.0,4.6,3.6321
20087,64.59642362,21.57937928,7500.0,5.64,3.5806
20156,64.80492598,50.04883763,8250.0,5.46,3.2335
20161,64.8193549,-44.26783026,4700.0,5.33,10.5613
20171,64.85866225,21.14241058,12000.0,5.5,1.501
20186,64.90286245,21.77359174,10000.0,5.34,2.3312
20205,64.94805793,15.62770031,5200.0,3.65,18.5687
20219,64.99014508,14.03524954,7050.0,5.58,4.1486
20234,65.0479676,50.92095135,28000.0,5.55,0.272
20241,65.06007219,41.80815345,5000.0,5.95,7.0474
20250,65.08847817,27.35094069,4850.0,4.97,11.7609
20252,65.10273351,34.56674228,5200.0,4.93,10.3697
20261,65.15101968,15.09550358,7500.0,5.26,4.2526
20264,65.16248826,-20.63959902,10000.0,5.38,2.2962
20266,65.16818726,65.14045287,5500.0,5.26,7.9998
20268,65.17188935,6.13090686,5200.0,5.76,7.1245
20271,65.17846608,-7.59249081,20000.0,5.85,0.4636
20297,65.24179812,-81.58022679,7500.0,5.78,3.3558
20341,65.36270888,-0.09786658,4700.0,5.86,8.3338
20354,65.38811942,46.4989629,22000.0,4.8,0.6197
20376,65.44826292,60.73590167,3500.0,5.4,18.5616
20380,65.46592207,56.50630039,9250.0,5.91,2.0951
20384,65.47173239,-63.38681514,5300.0,5.24,8.7054
20400,65.51437351,14.07725051,9250.0,5.72,2.2604
20417,65.59471274,20.82141842,3500.0,5.91,14.7617
20430,65.6455435,25.62935771,12000.0,5.38,1.5863
20455,65.73344722,17.5425843,5200.0,3.77,17.5683
20465,65.77358735,-24.89211883,4250.0,5.81,10.4274
20484,65.8541598,16.77732694,9750.0,5.64,2.1124
20507,65.92033483,-3.74533244,9500.0,5.17,2.7783
20522,65.96599009,9.46098377,9250.0,5.1,3.0494
20535,66.00902233,-34.01698632,4400.0,3.97,22.592
20542,66.02372401,17.44421161,8250.0,4.8,4.3386
20579,66.12141978,34.1308408,14000.0,5.73,0.9988
20591,66.15593384,33.95988843,6900.0,5.77,3.9613
20614,66.23774871,19.0420923,6900.0,5.97,3.626
20619,66.27233379,-61.23824628,4400.0,5.94,9.1826
20635,66.34207825,22.29398098,8250.0,4.21,5.6995
20641,66.35393596,22.2001124,8250.0,5.27,3.4932
20648,66.37215593,17.92798917,9500.0,4.3,4.1205
20704,66.52607257,31.43920664,4850.0,5.29,10.1095
20711,66.57664484,22.81369394,8000.0,4.28,5.8702
20713,66.58613217,15.6183462,7500.0,4.48,6.0926
20732,66.65156991,14.71385764,5200.0,4.69,11.6667
20776,66.76206107,80.82421018,5400.0,5.42,7.7585
20789,66.82269876,22.99636881,16000.0,5.53,0.8364
20804,66.86987518,11.21233208,14000.0,5.87,0.9352
20825,66.94184598,-62.52121428,5000.0,5.74,7.7591
20842,67.00300662,21.62000558,8750.0,5.72,2.5288
20860,67.05539751,83.80776284,20000.0,5.51,0.5419
20873,67.0972362,14.74102599,7500.0,5.9,3.176
20877,67.10985479,16.35962902,4700.0,4.96,12.4893
20884,67.13378878,1.38087416,24000.0,5.53,0.3715
20885,67.14346805,15.96221721,5300.0,3.84,16.3856
20889,67.15388879,19.18052092,5000.0,3.53,21.2279
20892,67.16256011,-19.45859808,4700.0,5.95,7.9704
20894,67.16531219,15.8709468,8250.0,3.4,8.2711
20901,67.20875444,13.04763905,8250.0,5.02,3.9287
20922,67.27885535,-13.04836725,26000.0,5.61,0.3071
20982,67.50249474,83.34013144,5200.0,5.47,8.1168
20995,67.53555351,15.63789864,7500.0,5.58,3.6634
21029,67.63987124,16.19407556,8500.0,4.78,4.1242
21036,67.65541066,13.72445018,7500.0,5.4,3.9845
21039,67.66177772,15.69193829,8750.0,5.47,2.8324
21042,67.66803902,-35.65358006,5000.0,5.95,7.051
21060,67.70874038,-44.95374351,26000.0,5.07,0.3928
21139,67.96945612,-0.04399115,4550.0,4.91,13.8149
21192,68.15642848,-3.20950026,12000.0,5.76,1.3378
21247,68.37758981,72.52882555,8000.0,5.94,2.7675
21248,68.3776229,-29.76583186,5000.0,4.49,13.5707
21253,68.39208243,-62.82363051,4850.0,5.79,7.9626
21273,68.46189659,14.84448749,8000.0,4.65,4.9489
21278,68.47804057,-6.73889608,12000.0,5.71,1.3737
21281,68.49882684,-55.04500559,10000.0,3.3,5.9149
21295,68.53448353,5.56863495,9500.0,5.67,2.2241
21296,68.54850732,-8.23135939,3050.0,5.2,26.898
21297,68.54913224,-8.96998497,4400.0,5.24,12.677
21323,68.65830037,28.96120368,12000.0,5.88,1.2667
21393,68.88779874,-30.56231049,5200.0,3.81,17.3475
21402,68.91347315,10.16091706,8750.0,4.25,4.9722
21421,68.98000195,16.50976164,4250.0,0.87,97.0479
21444,69.07975243,-3.352448,26000.0,3.93,0.6633
21452,69.10096877,64.26162001,9750.0,5.91,1.8918
21476,69.17264013,41.26485467,5200.0,4.25,14.3174
21479,69.1903235,-62.07698129,2300.0,5.59,39.0492
21515,69.30698431,0.99832711,16000.0,5.32,0.9251
21547,69.40044421,-2.47339212,7500.0,5.22,4.2768
21588,69.53906817,16.03338888,7500.0,5.78,3.3444
21589,69.53917371,12.51087423,8500.0,4.27,5.2201
21594,69.54529558,-14.303587,4850.0,3.86,19.2062
21604,69.56599361,20.68474222,14000.0,5.85,0.9416
21644,69.72330721,-12.12307828,10000.0,4.99,2.7278
21670,69.77542864,7.87098753,8750.0,5.38,2.9617
21673,69.78832206,15.80003442,9000.0,5.08,3.2075
21683,69.81854938,15.9180242,8750.0,4.67,4.1027
21685,69.83182532,-14.35888729,5000.0,5.46,8.769
21727,69.97786313,53.07957406,5000.0,5.07,10.5992
21730,69.99180673,53.47323647,8000.0,5.36,3.6038
21735,70.01424281,12.19764088,14000.0,5.45,1.1316
21743,70.02852595,-24.48241131,5400.0,5.56,7.224
21763,70.11039135,-19.67125686,3050.0,4.32,40.1368
21770,70.14092957,-41.86357034,7200.0,4.44,6.5357
21819,70.33223225,28.61506693,9500.0,5.73,2.1597
21823,70.35037233,48.30098864,10000.0,5.66,2.0114
21847,70.45865407,38.28042013,6000.0,5.97,4.7385
21861,70.51435953,-37.14476616,7050.0,5.04,5.2446
21881,70.56126452,22.95697545,24000.0,4.27,0.6639
21914,70.69356887,-50.48141805,5000.0,5.3,9.506
21928,70.72624534,43.36526451,9750.0,5.3,2.4936
21949,70.76644496,-70.93111187,12000.0,5.53,1.4886
21958,70.7888076,-30.76539538,4550.0,5.66,9.776
21972,70.83999357,49.97382624,12000.0,5.86,1.2809
21986,70.89469925,-8.79424587,6900.0,5.98,3.6549
22024,71.02215847,-8.50357425,26000.0,5.78,0.2838
22028,71.033124,-18.66654311,9750.0,5.53,2.2451
22040,71.08799653,-59.73284052,8000.0,5.28,3.7281
22044,71.10737323,11.14616933,7500.0,5.39,4.0074
22086,71.26729443,-21.28334113,4400.0,5.72,10.1604
22109,71.37558764,-3.25462465,20000.0,4.01,1.0798
22157,71.50708664,11.70560822,8750.0,5.35,3.0249
22176,71.56993252,18.73486237,4400.0,5.99,8.9219
22220,71.68529906,40.31268034,5100.0,5.99,6.664
22263,71.90088443,-16.93486728,5700.0,5.49,6.2579
22287,72.00090298,56.75753919,9250.0,5.29,2.7604
22325,72.13553607,-16.32958093,6300.0,5.76,4.7734
22336,72.1508432,-5.67343877,6300.0,5.77,4.6849
22361,72.20942983,75.94154357,7750.0,5.96,2.8831
22393,72.30347923,31.43762493,4700.0,5.57,9.4582
22407,72.32941395,32.58826794,8000.0,5.84,2.8951
22449,72.45890935,6.96124744,6600.0,3.19,12.7409
22453,72.47777728,37.48818131,4400.0,4.89,14.8759
22479,72.54828803,-16.21728342,5000.0,5.03,10.7222
22509,72.65300943,8.90025258,9750.0,4.35,3.8432
22531,72.73077622,-53.46172112,7500.0,5.58,3.6483
22545,72.7890157,48.74075831,5100.0,5.64,7.8074
22549,72.80152507,5.60510146,26000.0,3.68,0.7465
22565,72.84338884,18.83994085,8250.0,5.08,3.8336
22573,72.86749463,-34.906232,9500.0,5.82,2.0685
